City,Date,AQI,PM2.5,PM10,NO2,CO,SO2,O3
Hyderabad,2018-10-19,74.0,43.99,80.57,37.92,0.52,3.92,24.15
Hyderabad,2018-10-20,105.0,58.44,128.56,47.2,0.68,6.19,26.5
Hyderabad,2018-10-21,119.0,61.34,131.27,44.57,0.61,5.23,26.96
Hyderabad,2018-10-22,125.0,66.82,144.33,51.4,0.72,9.47,27.86
Hyderabad,2018-10-23,133.0,67.12,139.91,45.12,0.67,6.04,30.64
Hyderabad,2018-10-24,142.0,67.52,125.13,46.11,0.89,6.88,28.14
Hyderabad,2018-10-25,128.0,60.72,124.74,45.35,0.61,8.39,28.84
Hyderabad,2018-10-26,107.0,48.68,123.62,47.97,0.46,11.76,31.72
Hyderabad,2018-10-27,117.0,57.44,145.22,60.75,0.68,16.45,27.8
Hyderabad,2018-10-28,120.0,56.51,134.88,46.84,0.55,14.29,36.66
Hyderabad,2018-10-29,110.0,56.02,130.4,46.3,0.5,19.41,41.62
Hyderabad,2018-10-30,115.0,57.32,121.32,47.35,0.58,14.14,41.46
Hyderabad,2018-10-31,117.0,56.98,120.91,47.69,0.56,14.98,34.51
Hyderabad,2018-11-01,106.0,50.87,109.17,45.19,0.59,11.42,26.9
Hyderabad,2018-11-02,86.0,34.07,76.12,37.54,0.56,6.15,19.95
Hyderabad,2018-11-03,58.0,25.96,59.8,32.84,0.48,4.13,23.14
Hyderabad,2018-11-04,55.0,24.88,48.95,30.95,0.51,3.89,25.91
Hyderabad,2018-11-05,64.0,32.8,68.87,36.41,0.53,4.62,27.53
Hyderabad,2018-11-06,80.0,44.66,94.97,39.76,0.58,5.76,31.15
Hyderabad,2018-11-07,95.0,54.63,103.16,38.84,0.52,8.73,34.91
Hyderabad,2018-11-08,107.0,59.82,109.93,35.89,0.55,7.39,41.0
Hyderabad,2018-11-09,114.0,64.36,125.75,42.33,0.54,10.52,36.77
Hyderabad,2018-11-10,129.0,69.5,136.07,44.02,0.58,16.11,42.35
Hyderabad,2018-11-11,131.0,61.15,129.81,44.85,0.58,18.58,44.0
Hyderabad,2018-11-15,133.0,58.4,140.37,52.31,0.73,23.55,30.37
Hyderabad,2018-11-16,118.0,46.2,115.57,45.12,0.61,14.26,25.38
Hyderabad,2018-11-17,76.0,23.09,59.77,32.04,0.47,4.64,20.36
Hyderabad,2018-11-18,57.0,19.06,50.4,29.19,0.43,4.63,18.99
Hyderabad,2018-11-19,53.0,26.04,61.77,32.18,0.45,4.53,21.05
Hyderabad,2018-11-20,86.0,52.12,112.36,43.52,0.58,9.77,29.47
Hyderabad,2018-11-21,129.0,63.08,139.98,44.09,0.58,13.92,36.71
Hyderabad,2018-11-22,131.0,66.0,137.89,46.07,0.6,9.72,34.42
Hyderabad,2018-11-23,133.0,71.81,147.11,47.8,0.65,15.7,32.72
Hyderabad,2018-11-24,148.0,72.98,155.13,53.95,0.72,15.99,36.63
Hyderabad,2018-11-25,140.0,69.28,149.67,50.29,0.64,16.75,46.4
Hyderabad,2018-11-26,135.0,63.01,150.75,53.44,0.67,18.36,44.11
Hyderabad,2018-11-27,138.0,69.91,152.94,59.24,0.74,11.85,41.07
Hyderabad,2018-11-28,142.0,73.48,155.16,59.43,0.77,8.85,43.73
Hyderabad,2018-11-29,146.0,72.26,153.14,65.02,0.81,14.12,34.93
Hyderabad,2018-11-30,139.0,67.69,145.96,56.72,0.67,20.32,40.48
Hyderabad,2018-12-01,135.0,69.94,147.06,56.11,0.72,13.09,35.54
Hyderabad,2018-12-02,137.0,71.17,145.82,52.98,0.74,9.29,34.25
Hyderabad,2018-12-03,140.0,74.62,145.29,48.78,0.75,7.79,36.37
Hyderabad,2018-12-04,154.0,77.72,147.65,47.55,0.76,8.53,37.26
Hyderabad,2018-12-05,146.0,67.3,118.13,40.48,0.7,5.66,33.84
Hyderabad,2018-12-06,123.0,62.87,111.3,41.39,0.74,4.21,29.75
Hyderabad,2018-12-07,108.0,61.66,92.8,32.11,0.64,4.65,31.2
Hyderabad,2018-12-08,132.0,76.14,122.93,34.16,0.71,4.23,36.84
Hyderabad,2018-12-09,159.0,78.36,131.2,33.76,0.74,5.66,36.66
Hyderabad,2018-12-10,161.0,77.94,132.25,30.74,0.63,5.63,36.29
Hyderabad,2018-12-11,158.0,76.22,145.09,39.51,0.73,7.25,31.26
Hyderabad,2018-12-12,153.0,74.78,134.84,36.07,0.68,5.85,36.7
Hyderabad,2018-12-13,145.0,74.19,123.7,37.39,0.67,4.46,34.73
Hyderabad,2018-12-14,144.0,74.48,119.8,41.82,0.8,6.86,24.87
Hyderabad,2018-12-15,157.0,75.15,134.26,38.42,0.62,13.68,37.42
Hyderabad,2018-12-16,151.0,76.15,149.24,39.24,0.61,16.29,49.21
Hyderabad,2018-12-17,141.0,59.61,95.42,33.95,0.53,12.91,34.28
Hyderabad,2018-12-18,67.0,22.35,34.08,29.09,0.4,9.12,20.98
Hyderabad,2018-12-19,54.0,32.77,62.25,33.97,0.47,9.12,23.73
Hyderabad,2018-12-20,76.0,44.72,93.15,43.69,0.67,11.57,22.1
Hyderabad,2018-12-21,104.0,55.1,107.95,48.47,0.64,12.56,27.57
Hyderabad,2018-12-22,127.0,72.66,139.71,52.59,0.67,10.82,36.75
Hyderabad,2018-12-23,151.0,78.01,138.69,41.45,0.68,7.12,42.72
Hyderabad,2018-12-24,159.0,76.81,154.46,44.67,0.68,10.6,34.26
Hyderabad,2018-12-25,153.0,73.18,149.61,46.1,0.61,8.93,43.56
Hyderabad,2018-12-26,136.0,67.91,119.15,36.25,0.69,6.85,39.08
Hyderabad,2018-12-27,126.0,68.06,134.16,38.87,0.63,10.27,28.38
Hyderabad,2018-12-28,131.0,64.1,138.43,44.84,0.62,16.12,36.78
Hyderabad,2018-12-29,132.0,68.76,140.93,44.93,0.62,20.66,45.65
Hyderabad,2018-12-30,139.0,71.7,142.41,45.42,0.67,17.59,44.23
Hyderabad,2018-12-31,134.0,65.24,136.91,52.86,0.7,19.97,38.19
Hyderabad,2019-01-01,132.0,66.79,143.42,63.82,0.94,22.51,31.99
Hyderabad,2019-01-02,133.0,71.55,153.99,67.44,1.03,13.44,33.44
Hyderabad,2019-01-03,141.0,69.7,146.69,67.01,0.97,13.01,32.47
Hyderabad,2019-01-04,142.0,75.25,158.34,63.58,0.88,12.51,34.39
Hyderabad,2019-01-05,148.0,73.03,140.13,50.4,0.78,8.17,40.43
Hyderabad,2019-01-06,149.0,77.71,153.78,40.96,0.73,6.61,46.03
Hyderabad,2019-01-07,155.0,76.5,157.71,49.16,0.76,9.93,40.13
Hyderabad,2019-01-08,151.0,73.78,165.61,62.35,0.92,15.09,27.73
Hyderabad,2019-01-10,146.0,75.43,161.34,64.0,0.82,15.91,34.38
Hyderabad,2019-01-11,153.0,75.77,143.85,47.6,0.74,6.42,39.24
Hyderabad,2019-01-12,154.0,78.62,146.0,39.74,0.68,5.24,40.02
Hyderabad,2019-01-13,154.0,72.03,120.93,37.2,0.62,4.84,40.0
Hyderabad,2019-01-14,146.0,74.37,132.9,39.21,0.66,5.55,37.84
Hyderabad,2019-01-15,147.0,75.13,145.13,42.04,0.75,10.91,35.6
Hyderabad,2019-01-16,152.0,75.55,150.46,44.72,0.74,13.59,35.82
Hyderabad,2019-01-17,150.0,73.51,156.89,57.06,0.83,9.96,30.21
Hyderabad,2019-01-18,148.0,75.34,154.77,53.23,0.78,9.28,30.69
Hyderabad,2019-01-19,153.0,78.12,159.37,51.49,0.72,11.05,31.88
Hyderabad,2019-01-20,155.0,70.0,148.16,58.07,0.76,11.84,29.49
Hyderabad,2019-01-21,132.0,66.4,129.97,46.24,0.68,6.44,33.19
Hyderabad,2019-01-22,105.0,47.29,93.9,33.37,0.46,5.3,32.82
Hyderabad,2019-01-23,105.0,60.93,106.81,37.74,0.53,4.71,33.93
Hyderabad,2019-01-24,112.0,59.22,112.52,40.03,0.58,5.47,29.43
Hyderabad,2019-01-25,96.0,36.51,80.89,29.33,0.46,4.8,26.51
Hyderabad,2019-01-26,73.0,36.21,62.98,28.89,0.52,6.04,23.49
Hyderabad,2019-01-27,72.0,51.29,74.22,32.05,0.55,9.21,13.14
Hyderabad,2019-01-28,124.0,71.62,104.9,38.41,0.62,10.45,18.86
Hyderabad,2019-01-29,136.0,64.42,114.66,39.62,0.54,12.83,29.15
Hyderabad,2019-01-30,108.0,55.6,118.88,49.58,0.57,16.51,33.69
Hyderabad,2019-01-31,114.0,63.8,121.95,51.35,0.66,9.26,29.69
Hyderabad,2019-02-01,131.0,66.44,115.34,45.36,0.64,5.43,34.07
Hyderabad,2019-02-02,118.0,62.22,117.17,47.27,0.64,6.77,29.72
Hyderabad,2019-02-03,120.0,60.26,107.15,41.85,0.59,5.07,34.63
Hyderabad,2019-02-04,110.0,63.75,115.35,42.48,0.64,5.28,38.6
Hyderabad,2019-02-05,115.0,63.26,120.36,45.85,0.67,7.07,38.11
Hyderabad,2019-02-06,130.0,68.06,130.57,45.84,0.71,6.27,34.76
Hyderabad,2019-02-07,120.0,58.46,110.45,35.49,0.54,6.17,40.27
Hyderabad,2019-02-08,114.0,58.24,133.58,48.41,0.64,10.22,29.95
Hyderabad,2019-02-09,128.0,55.67,157.47,43.21,0.59,13.22,35.28
Hyderabad,2019-02-11,118.0,58.64,119.01,35.55,0.57,7.38,32.49
Hyderabad,2019-02-12,122.0,64.14,119.19,46.13,0.63,5.18,30.71
Hyderabad,2019-02-13,130.0,64.94,137.41,56.54,0.65,6.0,29.39
Hyderabad,2019-02-14,127.0,62.79,128.51,47.79,0.68,4.32,35.52
Hyderabad,2019-02-15,102.0,38.84,86.91,38.74,0.54,3.41,28.5
Hyderabad,2019-02-16,91.0,48.34,103.18,46.78,0.64,8.0,28.7
Hyderabad,2019-02-17,101.0,45.12,94.43,44.87,0.55,6.81,26.53
Hyderabad,2019-02-18,109.0,65.14,136.33,51.92,0.73,9.02,34.67
Hyderabad,2019-02-19,123.0,55.8,113.45,38.85,0.56,5.59,31.04
Hyderabad,2019-02-20,87.0,35.07,79.95,31.3,0.47,3.81,22.5
Hyderabad,2019-02-21,82.0,39.32,89.56,35.72,0.54,4.09,27.44
Hyderabad,2019-02-22,94.0,44.63,107.69,43.43,0.64,5.25,29.65
Hyderabad,2019-02-23,115.0,57.13,133.36,51.31,0.71,6.7,32.58
Hyderabad,2019-02-24,114.0,46.64,104.32,39.75,0.57,5.81,33.16
Hyderabad,2019-02-25,100.0,49.41,119.44,37.02,0.52,11.5,35.68
Hyderabad,2019-02-26,117.0,54.83,136.81,46.58,0.58,11.07,28.01
Hyderabad,2019-02-27,111.0,57.06,126.1,44.72,0.62,11.17,25.47
Hyderabad,2019-02-28,112.0,50.34,127.96,37.89,0.52,9.8,29.24
Hyderabad,2019-03-01,120.0,55.59,129.12,45.3,0.6,9.83,26.37
Hyderabad,2019-03-02,85.0,33.05,72.5,30.47,0.44,3.78,23.5
Hyderabad,2019-03-03,68.0,35.27,68.92,28.79,0.5,4.01,25.1
Hyderabad,2019-03-04,80.0,40.97,95.61,34.92,0.6,8.92,33.65
Hyderabad,2019-03-05,117.0,59.27,160.94,42.82,0.64,14.57,26.83
Hyderabad,2019-03-06,136.0,62.5,160.54,51.51,0.74,20.09,32.22
Hyderabad,2019-03-07,143.0,66.8,166.23,57.64,0.88,23.3,36.21
Hyderabad,2019-03-08,143.0,66.34,154.68,45.68,0.67,13.99,32.16
Hyderabad,2019-03-09,122.0,49.68,118.38,39.57,0.62,5.59,26.07
Hyderabad,2019-03-10,102.0,45.2,108.68,32.1,0.44,4.96,26.28
Hyderabad,2019-03-11,92.0,36.59,95.23,29.5,0.41,4.82,26.75
Hyderabad,2019-03-12,97.0,40.84,105.87,30.23,0.41,5.24,29.0
Hyderabad,2019-03-13,101.0,41.23,112.41,30.87,0.5,5.42,35.6
Hyderabad,2019-03-14,101.0,41.63,110.33,34.6,0.44,7.95,32.13
Hyderabad,2019-03-15,104.0,48.94,121.89,35.69,0.57,9.87,32.17
Hyderabad,2019-03-16,101.0,39.06,110.0,31.2,0.71,5.68,33.27
Hyderabad,2019-03-17,97.0,37.73,95.18,31.16,0.54,4.56,25.92
Hyderabad,2019-03-18,93.0,39.82,102.44,36.09,0.57,7.62,30.19
Hyderabad,2019-03-19,85.0,30.77,74.26,29.56,0.58,4.31,26.68
Hyderabad,2019-03-20,86.0,41.63,94.54,30.7,0.58,4.37,27.83
Hyderabad,2019-03-21,95.0,41.06,90.51,26.62,0.66,5.08,31.53
Hyderabad,2019-03-22,87.0,36.35,86.97,28.41,0.59,7.76,30.83
Hyderabad,2019-03-23,101.0,43.36,111.13,37.47,0.73,6.14,31.37
Hyderabad,2019-03-24,111.0,50.52,118.89,36.62,0.69,7.32,34.52
Hyderabad,2019-03-25,107.0,50.06,117.86,38.91,0.71,7.35,34.56
Hyderabad,2019-03-26,113.0,51.5,123.44,40.1,0.74,7.21,31.57
Hyderabad,2019-03-27,107.0,48.51,115.06,36.61,0.65,6.45,34.62
Hyderabad,2019-03-28,114.0,55.2,136.99,40.49,0.74,9.55,36.1
Hyderabad,2019-03-29,127.0,59.8,146.25,47.46,0.79,10.09,37.07
Hyderabad,2019-03-30,132.0,59.21,140.7,37.75,0.81,7.18,41.34
Hyderabad,2019-03-31,124.0,48.49,137.92,34.71,0.71,5.63,38.94
Hyderabad,2019-04-01,106.0,37.8,115.93,36.39,0.56,7.18,36.69
Hyderabad,2019-04-02,114.0,43.82,119.4,35.96,0.59,6.48,40.44
Hyderabad,2019-04-03,106.0,45.6,116.3,34.95,0.67,5.57,36.41
Hyderabad,2019-04-04,102.0,39.01,104.02,32.84,0.58,5.26,34.99
Hyderabad,2019-04-05,93.0,31.28,84.24,27.38,0.46,7.11,53.76
Hyderabad,2019-04-06,89.0,37.69,80.2,34.78,0.57,8.13,43.5
Hyderabad,2019-04-07,78.0,33.48,79.56,25.54,0.48,5.59,41.68
Hyderabad,2019-04-08,80.0,33.08,85.8,34.43,0.68,6.35,34.53
Hyderabad,2019-04-09,91.0,40.63,99.2,41.49,0.75,8.36,29.18
Hyderabad,2019-04-10,100.0,42.14,105.98,41.35,0.77,8.54,31.83
Hyderabad,2019-04-11,87.0,31.45,73.52,29.76,0.51,8.56,32.91
Hyderabad,2019-04-12,82.0,36.35,98.89,32.58,0.54,9.78,42.54
Hyderabad,2019-04-13,91.0,32.69,82.36,40.08,0.63,7.85,46.0
Hyderabad,2019-04-14,102.0,41.0,102.32,41.38,0.67,8.61,37.66
Hyderabad,2019-04-15,95.0,37.57,97.74,35.15,0.54,6.78,39.51
Hyderabad,2019-04-16,104.0,39.47,111.85,34.63,0.55,7.05,47.0
Hyderabad,2019-04-17,91.0,33.26,87.34,28.9,0.5,5.59,40.01
Hyderabad,2019-04-18,96.0,43.07,109.83,33.19,0.61,6.17,42.42
Hyderabad,2019-04-19,94.0,30.74,67.2,30.7,0.51,2.86,42.07
Hyderabad,2019-04-20,69.0,25.52,60.36,28.22,0.54,3.16,37.92
Hyderabad,2019-04-21,69.0,24.77,59.67,25.56,0.5,3.73,39.44
Hyderabad,2019-04-22,70.0,27.5,61.15,26.94,0.53,3.66,42.82
Hyderabad,2019-04-23,96.0,34.65,83.12,38.86,0.77,6.3,45.19
Hyderabad,2019-04-24,92.0,29.87,81.6,32.63,0.6,4.16,46.82
Hyderabad,2019-04-25,102.0,36.16,98.68,34.65,0.65,4.87,49.41
Hyderabad,2019-04-26,108.0,43.87,116.45,30.94,0.6,5.83,61.91
Hyderabad,2019-04-27,124.0,51.92,134.45,37.2,0.71,6.0,54.12
Hyderabad,2019-04-28,112.0,41.82,112.97,27.4,0.6,7.03,46.78
Hyderabad,2019-04-29,103.0,39.66,98.53,26.75,0.63,6.19,48.48
Hyderabad,2019-04-30,98.0,38.87,101.79,24.08,0.58,6.81,45.87
Hyderabad,2019-05-01,96.0,36.43,111.66,24.25,0.56,5.57,40.78
Hyderabad,2019-05-02,111.0,38.41,141.06,26.61,0.49,8.07,41.64
Hyderabad,2019-05-03,119.0,36.05,146.83,23.87,0.43,9.12,47.23
Hyderabad,2019-05-04,110.0,32.12,123.19,25.55,0.48,11.55,42.01
Hyderabad,2019-05-05,106.0,36.53,126.81,32.84,0.53,12.2,36.18
Hyderabad,2019-05-06,118.0,43.68,135.12,41.05,0.8,13.57,33.27
Hyderabad,2019-05-07,130.0,52.95,152.18,54.4,1.08,12.38,33.49
Hyderabad,2019-05-08,133.0,47.23,152.96,42.65,0.78,11.17,39.92
Hyderabad,2019-05-09,132.0,46.82,139.1,40.85,0.76,11.69,35.35
Hyderabad,2019-05-10,125.0,46.39,139.05,44.32,0.8,16.44,35.22
Hyderabad,2019-05-11,121.0,48.29,136.64,27.81,0.72,9.88,47.78
Hyderabad,2019-05-12,104.0,37.24,95.62,24.18,0.59,5.39,52.22
Hyderabad,2019-05-13,109.0,41.34,108.46,26.81,0.62,6.61,52.29
Hyderabad,2019-05-14,98.0,38.89,105.12,24.57,0.5,5.5,55.14
Hyderabad,2019-05-15,110.0,42.5,110.8,28.26,0.63,5.83,45.58
Hyderabad,2019-05-16,93.0,36.62,102.17,28.08,0.61,8.98,38.79
Hyderabad,2019-05-17,109.0,43.35,123.1,25.97,0.59,7.43,42.46
Hyderabad,2019-05-18,112.0,48.5,144.54,29.47,0.63,10.74,37.63
Hyderabad,2019-05-19,134.0,55.84,158.9,39.35,0.84,13.51,40.31
Hyderabad,2019-05-20,120.0,48.9,124.74,22.09,0.58,6.3,52.92
Hyderabad,2019-05-21,111.0,43.6,114.83,20.39,0.5,5.97,53.16
Hyderabad,2019-05-22,109.0,36.78,94.33,22.19,0.51,6.41,56.64
Hyderabad,2019-05-23,104.0,44.73,111.01,21.49,0.53,5.38,53.87
Hyderabad,2019-05-24,92.0,37.62,92.55,24.68,0.63,6.35,50.74
Hyderabad,2019-05-25,112.0,46.56,128.82,33.57,0.68,7.62,41.11
Hyderabad,2019-05-26,124.0,49.91,144.06,44.65,0.82,9.65,36.25
Hyderabad,2019-05-27,114.0,41.93,124.03,32.43,0.56,7.74,38.17
Hyderabad,2019-05-28,112.0,41.88,128.79,33.95,0.6,5.92,42.15
Hyderabad,2019-05-29,124.0,52.22,148.7,41.52,0.79,7.43,47.71
Hyderabad,2019-05-30,119.0,42.3,120.31,23.98,0.56,6.04,55.34
Hyderabad,2019-05-31,105.0,39.47,107.63,24.28,0.59,4.32,48.05
Hyderabad,2019-06-01,95.0,34.95,95.7,25.81,0.54,4.88,45.42
Hyderabad,2019-06-02,111.0,44.33,127.37,30.78,0.66,5.89,42.0
Hyderabad,2019-06-03,91.0,27.67,71.14,19.27,0.44,4.86,39.38
Hyderabad,2019-06-04,75.0,24.01,54.95,23.84,0.42,4.5,49.99
Hyderabad,2019-06-05,86.0,35.63,92.7,30.32,0.61,5.33,46.52
Hyderabad,2019-06-06,103.0,35.67,104.77,23.98,0.43,4.84,52.02
Hyderabad,2019-06-07,89.0,28.41,68.55,22.08,0.47,5.89,59.34
Hyderabad,2019-06-08,78.0,32.08,65.33,30.99,0.69,5.04,50.4
Hyderabad,2019-06-09,88.0,31.14,67.58,23.4,0.45,5.98,54.96
Hyderabad,2019-06-10,75.0,23.71,54.49,20.71,0.43,6.06,54.44
Hyderabad,2019-06-11,60.0,12.39,38.63,19.18,0.36,5.11,38.66
Hyderabad,2019-06-12,48.0,8.7,31.33,15.47,0.32,5.25,34.8
Hyderabad,2019-06-13,39.0,11.21,28.99,17.24,0.32,5.75,25.66
Hyderabad,2019-06-14,40.0,15.94,40.79,14.46,0.32,4.75,25.63
Hyderabad,2019-06-15,55.0,22.29,62.18,13.52,0.31,5.46,25.28
Hyderabad,2019-06-16,57.0,19.58,61.02,9.26,0.29,4.29,25.32
Hyderabad,2019-06-17,60.0,23.78,73.19,12.02,0.32,5.56,22.92
Hyderabad,2019-06-18,60.0,22.29,62.52,10.98,0.32,4.82,25.52
Hyderabad,2019-06-19,60.0,21.59,63.26,11.54,0.33,6.26,26.23
Hyderabad,2019-06-20,54.0,18.96,56.2,11.05,0.32,6.32,27.66
Hyderabad,2019-06-21,65.0,28.11,64.68,16.83,0.42,4.86,29.42
Hyderabad,2019-06-22,60.0,24.75,40.82,15.01,0.36,4.34,33.89
Hyderabad,2019-06-23,60.0,26.44,48.17,19.64,0.46,4.77,25.89
Hyderabad,2019-06-24,62.0,25.45,48.67,19.86,0.48,5.04,31.78
Hyderabad,2019-06-25,62.0,27.0,52.03,23.58,0.56,5.03,28.48
Hyderabad,2019-06-26,60.0,18.07,38.92,13.79,0.29,4.29,25.99
Hyderabad,2019-06-27,38.0,9.85,25.11,11.88,0.27,4.55,26.41
Hyderabad,2019-06-28,35.0,9.89,21.02,9.71,0.34,3.51,24.92
Hyderabad,2019-06-29,35.0,12.75,24.02,13.54,0.34,3.99,21.45
Hyderabad,2019-06-30,39.0,18.55,35.16,16.94,0.34,5.0,24.0
Hyderabad,2019-07-01,44.0,18.32,38.86,14.66,0.35,5.62,21.07
Hyderabad,2019-07-02,36.0,17.75,29.98,14.34,0.36,3.99,17.96
Hyderabad,2019-07-03,46.0,20.08,45.27,12.48,0.35,3.65,19.24
Hyderabad,2019-07-04,49.0,17.71,38.88,13.84,0.36,4.07,18.73
Hyderabad,2019-07-05,46.0,16.27,33.26,13.5,0.37,3.39,17.83
Hyderabad,2019-07-06,42.0,15.95,38.56,8.82,0.39,3.28,19.48
Hyderabad,2019-07-07,47.0,15.22,37.91,7.09,0.36,3.48,20.16
Hyderabad,2019-07-08,36.0,16.51,44.22,10.33,0.34,4.35,16.37
Hyderabad,2019-07-09,43.0,15.35,34.76,10.7,0.35,4.2,16.83
Hyderabad,2019-07-10,36.0,12.67,31.67,9.99,0.33,4.32,16.24
Hyderabad,2019-07-11,40.0,16.54,39.46,12.01,0.35,5.19,16.63
Hyderabad,2019-07-12,45.0,18.41,39.59,15.07,0.42,8.4,16.69
Hyderabad,2019-07-13,46.0,12.8,34.14,12.2,0.35,9.88,17.36
Hyderabad,2019-07-14,36.0,14.43,42.52,14.78,0.39,4.59,16.68
Hyderabad,2019-07-15,44.0,15.96,40.84,13.46,0.39,5.51,18.62
Hyderabad,2019-07-16,60.0,24.07,72.98,15.32,0.43,10.41,18.08
Hyderabad,2019-07-17,68.0,22.29,61.44,13.96,0.36,9.63,22.08
Hyderabad,2019-07-18,70.0,26.43,83.02,14.91,0.41,9.44,25.61
Hyderabad,2019-07-19,89.0,31.27,73.21,17.52,0.46,9.68,30.58
Hyderabad,2019-07-20,64.0,20.12,38.84,13.94,0.43,5.41,30.44
Hyderabad,2019-07-21,54.0,14.08,36.16,13.32,0.41,6.12,25.58
Hyderabad,2019-07-22,48.0,12.01,37.69,15.41,0.46,5.78,21.49
Hyderabad,2019-07-23,48.0,8.13,27.42,10.58,0.35,5.06,22.08
Hyderabad,2019-07-24,47.0,10.24,33.46,11.32,0.37,6.43,21.22
Hyderabad,2019-07-25,49.0,12.86,34.31,12.51,0.42,7.48,18.8
Hyderabad,2019-07-26,50.0,14.72,37.9,14.61,0.38,9.89,15.66
Hyderabad,2019-07-27,47.0,12.96,32.82,11.87,0.36,6.52,19.4
Hyderabad,2019-07-28,47.0,13.46,32.98,11.57,0.36,4.07,19.12
Hyderabad,2019-07-29,42.0,8.99,24.55,11.77,0.37,4.02,18.19
Hyderabad,2019-07-30,35.0,8.48,16.54,12.12,0.3,6.56,17.98
Hyderabad,2019-07-31,37.0,10.95,24.67,13.33,0.37,9.55,16.46
Hyderabad,2019-08-01,41.0,10.31,22.89,14.94,0.42,6.72,14.78
Hyderabad,2019-08-02,37.0,8.01,14.41,13.12,0.36,5.84,13.76
Hyderabad,2019-08-03,39.0,6.75,12.53,11.92,0.33,4.24,14.61
Hyderabad,2019-08-04,36.0,6.24,12.61,12.57,0.3,5.03,17.5
Hyderabad,2019-08-05,37.0,7.95,16.23,12.93,0.33,5.9,17.12
Hyderabad,2019-08-06,51.0,10.01,21.56,15.18,0.46,5.97,13.9
Hyderabad,2019-08-07,46.0,9.72,20.37,16.76,0.38,5.86,12.08
Hyderabad,2019-08-08,47.0,12.45,31.7,19.4,0.42,5.75,14.47
Hyderabad,2019-08-09,46.0,12.46,36.39,13.58,0.36,10.95,18.47
Hyderabad,2019-08-10,45.0,11.94,36.04,15.1,0.32,9.39,19.37
Hyderabad,2019-08-11,50.0,17.37,49.51,16.94,0.37,11.43,18.34
Hyderabad,2019-08-12,63.0,24.17,66.23,19.45,0.45,12.18,16.93
Hyderabad,2019-08-13,72.0,29.79,83.11,29.89,0.42,9.62,13.8
Hyderabad,2019-08-14,75.0,23.12,65.91,25.02,0.36,9.85,16.9
Hyderabad,2019-08-15,58.0,19.11,52.66,21.68,0.31,13.65,15.36
Hyderabad,2019-08-16,53.0,17.17,56.16,24.22,0.38,9.61,14.63
Hyderabad,2019-08-17,69.0,23.03,78.62,24.44,0.38,8.87,17.03
Hyderabad,2019-08-18,89.0,29.92,96.6,32.88,0.42,8.41,14.02
Hyderabad,2019-08-19,85.0,25.94,75.83,30.57,0.37,8.72,15.29
Hyderabad,2019-08-20,82.0,31.38,86.73,29.66,0.48,9.0,13.77
Hyderabad,2019-08-21,75.0,27.23,79.58,23.96,0.53,11.3,15.79
Hyderabad,2019-08-22,67.0,20.35,56.42,19.28,0.52,8.82,18.38
Hyderabad,2019-08-23,65.0,23.71,61.82,16.82,0.43,11.22,18.8
Hyderabad,2019-08-24,51.0,14.82,48.14,16.19,0.28,11.93,19.58
Hyderabad,2019-08-25,51.0,14.89,36.89,17.27,0.37,7.35,20.59
Hyderabad,2019-08-26,52.0,17.16,51.14,19.36,0.38,7.65,19.4
Hyderabad,2019-08-27,65.0,18.86,65.41,15.9,0.38,7.78,22.29
Hyderabad,2019-08-28,68.0,19.35,62.16,16.68,0.37,8.56,23.02
Hyderabad,2019-08-29,65.0,16.92,53.81,17.85,0.42,5.76,17.91
Hyderabad,2019-08-30,54.0,16.5,35.21,16.99,0.4,7.93,17.16
Hyderabad,2019-08-31,41.0,13.98,26.77,15.96,0.38,6.72,13.47
Hyderabad,2019-09-01,44.0,11.85,19.79,12.75,0.4,6.07,14.1
Hyderabad,2019-09-02,38.0,15.72,31.72,11.79,0.38,8.25,14.05
Hyderabad,2019-09-03,38.0,12.92,25.24,12.69,0.36,11.3,12.22
Hyderabad,2019-09-04,35.0,12.2,22.06,12.34,0.38,7.72,13.7
Hyderabad,2019-09-05,32.0,11.14,23.81,15.09,0.3,7.29,16.22
Hyderabad,2019-09-06,34.0,11.92,26.23,12.37,0.28,7.28,14.98
Hyderabad,2019-09-07,32.0,13.65,26.13,12.65,0.3,7.33,14.41
Hyderabad,2019-09-08,33.0,10.31,23.28,11.43,0.31,6.93,17.15
Hyderabad,2019-09-09,36.0,13.26,31.13,13.38,0.34,8.12,14.98
Hyderabad,2019-09-10,39.0,14.98,39.67,13.26,0.31,6.41,16.46
Hyderabad,2019-09-11,50.0,18.19,52.44,16.45,0.35,5.51,15.16
Hyderabad,2019-09-12,57.0,21.73,54.59,14.72,0.31,10.14,14.9
Hyderabad,2019-09-13,49.0,16.32,39.18,13.08,0.34,9.74,15.49
Hyderabad,2019-09-14,48.0,18.39,43.73,15.41,0.36,9.21,16.87
Hyderabad,2019-09-15,61.0,22.47,44.63,16.52,0.52,8.65,20.97
Hyderabad,2019-09-16,65.0,28.23,63.7,15.93,0.38,10.36,17.92
Hyderabad,2019-09-17,65.0,28.85,65.7,14.76,0.4,8.23,17.67
Hyderabad,2019-09-18,65.0,25.01,47.59,22.53,0.51,5.48,25.02
Hyderabad,2019-09-19,56.0,25.6,42.83,21.02,0.53,3.09,16.82
Hyderabad,2019-09-20,53.0,20.54,35.92,21.37,0.48,4.86,16.03
